Name,Measure,Measure Info,Geo Place Name,Time Period,Start_Date,Data Value
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Winter 2012-13,12/01/2012,9.27
Fine particles (PM 2.5),Mean,mcg/m3,Mott Haven and Melrose (CD1),Summer 2011,06/01/2011,12.46
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Annual Average 2014,12/01/2013,11.36
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Winter 2016-17,12/01/2016,9.08
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Summer 2017,06/01/2017,10.48
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Summer 2018,06/01/2018,10.07
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Winter 2009-10,12/01/2009,10.64
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Annual Average 2014,12/01/2013,10.53
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Winter 2016-17,12/01/2016,8.68
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Summer 2018,06/01/2018,9.28
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Winter 2009-10,12/01/2009,12.37
Fine particles (PM 2.5),Mean,mcg/m3,Mott Haven and Melrose (CD1),Summer 2010,06/01/2010,12.96
Fine particles (PM 2.5),Mean,mcg/m3,Mott Haven and Melrose (CD1),Summer 2016,06/01/2016,9.28
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Summer 2010,06/01/2010,13.75
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Summer 2016,06/01/2016,9.8
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Winter 2015-16,12/01/2015,10.28
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Winter 2020-21,12/01/2020,7.71
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Summer 2011,06/01/2011,12.59
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Summer 2010,06/01/2010,13.11
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Summer 2011,06/01/2011,13.21
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Winter 2020-21,12/01/2020,7.9
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Summer 2020,06/01/2020,8.1
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Annual Average 2013,12/01/2012,8.49
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Winter 2014-15,12/01/2014,8.7
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Summer 2014,06/01/2014,10.91
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Annual Average 2015,01/01/2015,10.54
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Winter 2018-19,12/01/2018,9.29
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Annual Average 2020,01/01/2020,7.42
Fine particles (PM 2.5),Mean,mcg/m3,Downtown - Heights - Slope,Winter 2018-19,12/01/2018,8.15
Fine particles (PM 2.5),Mean,mcg/m3,Downtown - Heights - Slope,Annual Average 2020,01/01/2020,6.69
Fine particles (PM 2.5),Mean,mcg/m3,Downtown - Heights - Slope,Winter 2016-17,12/01/2016,8.52
Fine particles (PM 2.5),Mean,mcg/m3,Downtown - Heights - Slope,Summer 2018,06/01/2018,8.91
Fine particles (PM 2.5),Mean,mcg/m3,Downtown - Heights - Slope,Summer 2017,06/01/2017,10.12
Fine particles (PM 2.5),Mean,mcg/m3,Downtown - Heights - Slope,Summer 2020,06/01/2020,7.41
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem - Morningside Heights,Winter 2015-16,12/01/2015,25.73
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem - Morningside Heights,Summer 2016,06/01/2016,18.13
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem - Morningside Heights,Annual Average 2009,12/01/2008,31.06
Nitrogen dioxide (NO2),Mean,ppb,Chelsea - Clinton,Annual Average 2011,12/01/2010,36.33
Nitrogen dioxide (NO2),Mean,ppb,Chelsea - Clinton,Summer 2014,06/01/2014,28.44
Nitrogen dioxide (NO2),Mean,ppb,Chelsea - Clinton,Annual Average 2015,01/01/2015,29.17
Nitrogen dioxide (NO2),Mean,ppb,Chelsea - Clinton,Winter 2018-19,12/01/2018,29.47
Nitrogen dioxide (NO2),Mean,ppb,Chelsea - Clinton,Annual Average 2020,01/01/2020,23.87
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem - Morningside Heights,Summer 2014,06/01/2014,19.54
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem - Morningside Heights,Annual Average 2015,01/01/2015,23.15
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem - Morningside Heights,Winter 2018-19,12/01/2018,24.69
Nitrogen dioxide (NO2),Mean,ppb,Central Harlem - Morningside Heights,Annual Average 2020,01/01/2020,18.99
Nitrogen dioxide (NO2),Mean,ppb,Ridgewood and Maspeth (CD5),Winter 2009-10,12/01/2009,26.31
Nitrogen dioxide (NO2),Mean,ppb,Ridgewood and Maspeth (CD5),Winter 2011-12,12/01/2011,24.67
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Annual Average 2009,12/01/2008,12.08
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Annual Average 2015,01/01/2015,10.06
Fine particles (PM 2.5),Mean,mcg/m3,Lower Manhattan,Annual Average 2011,12/01/2010,12.28
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Annual Average 2020,01/01/2020,7.76
Fine particles (PM 2.5),Mean,mcg/m3,Union Square - Lower East Side,Winter 2018-19,12/01/2018,10.08
Fine particles (PM 2.5),Mean,mcg/m3,Coney Island - Sheepshead Bay,Annual Average 2015,01/01/2015,7.72
Fine particles (PM 2.5),Mean,mcg/m3,Coney Island - Sheepshead Bay,Winter 2018-19,12/01/2018,6.69
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Annual Average 2020,01/01/2020,5.94
Fine particles (PM 2.5),Mean,mcg/m3,Coney Island - Sheepshead Bay,Summer 2016,06/01/2016,7.66
Fine particles (PM 2.5),Mean,mcg/m3,Coney Island - Sheepshead Bay,Winter 2015-16,12/01/2015,7.03
Fine particles (PM 2.5),Mean,mcg/m3,Coney Island - Sheepshead Bay,Winter 2020-21,12/01/2020,6.58
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Winter 2020-21,12/01/2020,6.65
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Summer 2011,06/01/2011,11.34
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Summer 2016,06/01/2016,8.08
Fine particles (PM 2.5),Mean,mcg/m3,Fort Greene and Brooklyn Heights (CD2),Annual Average 2014,12/01/2013,10.01
Fine particles (PM 2.5),Mean,mcg/m3,Fort Greene and Brooklyn Heights (CD2),Winter 2009-10,12/01/2009,10.62
Fine particles (PM 2.5),Mean,mcg/m3,Mott Haven and Melrose (CD1),Winter 2011-12,12/01/2011,11.17
Fine particles (PM 2.5),Mean,mcg/m3,Mott Haven and Melrose (CD1),Winter 2009-10,12/01/2009,11.62
Fine particles (PM 2.5),Mean,mcg/m3,Mott Haven and Melrose (CD1),Annual Average 2014,12/01/2013,10.11
Fine particles (PM 2.5),Mean,mcg/m3,Mott Haven and Melrose (CD1),Summer 2017,06/01/2017,10.52
Nitrogen dioxide (NO2),Mean,ppb,Union Square - Lower East Side,Annual Average 2015,01/01/2015,24.84
Nitrogen dioxide (NO2),Mean,ppb,Lower Manhattan,Annual Average 2009,12/01/2008,36.69
Nitrogen dioxide (NO2),Mean,ppb,Southeast Queens,Summer 2016,06/01/2016,12.13
Nitrogen dioxide (NO2),Mean,ppb,Lower Manhattan,Winter 2015-16,12/01/2015,28.96
Nitrogen dioxide (NO2),Mean,ppb,Union Square - Lower East Side,Summer 2010,06/01/2010,27.36
Nitrogen dioxide (NO2),Mean,ppb,Union Square - Lower East Side,Summer 2016,06/01/2016,20.44
Nitrogen dioxide (NO2),Mean,ppb,Lower Manhattan,Summer 2010,06/01/2010,31.27
Nitrogen dioxide (NO2),Mean,ppb,Southeast Queens,Annual Average 2020,01/01/2020,13.02
Fine particles (PM 2.5),Mean,mcg/m3,Rockaway and Broad Channel (CD14),Annual Average 2011,12/01/2010,8.44
Fine particles (PM 2.5),Mean,mcg/m3,Rockaway and Broad Channel (CD14),Annual Average 2020,01/01/2020,5.33
Fine particles (PM 2.5),Mean,mcg/m3,East New York,Winter 2008-09,12/01/2008,12.87
Fine particles (PM 2.5),Mean,mcg/m3,East New York,Winter 2017-18,12/01/2017,8.23
Fine particles (PM 2.5),Mean,mcg/m3,Kingsbridge Heights and Bedford (CD7),Summer 2011,06/01/2011,11.72
Fine particles (PM 2.5),Mean,mcg/m3,Kingsbridge Heights and Bedford (CD7),Summer 2010,06/01/2010,12.23
Fine particles (PM 2.5),Mean,mcg/m3,Kingsbridge Heights and Bedford (CD7),Winter 2015-16,12/01/2015,8.52
Fine particles (PM 2.5),Mean,mcg/m3,Kingsbridge Heights and Bedford (CD7),Summer 2016,06/01/2016,8.28
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side,Annual Average 2012,12/01/2011,27.08
Ozone (O3),Mean,ppb,Upper West Side (CD7),Summer 2016,06/01/2016,30.55
Ozone (O3),Mean,ppb,Rockaway and Broad Channel (CD14),Summer 2011,06/01/2011,39.14
Ozone (O3),Mean,ppb,Rockaway and Broad Channel (CD14),Summer 2016,06/01/2016,38.26
Fine particles (PM 2.5),Mean,mcg/m3,Flushing and Whitestone (CD7),Winter 2015-16,12/01/2015,7.72
Fine particles (PM 2.5),Mean,mcg/m3,Rockaway and Broad Channel (CD14),Summer 2010,06/01/2010,10.74
Fine particles (PM 2.5),Mean,mcg/m3,Rockaway and Broad Channel (CD14),Summer 2011,06/01/2011,10.59
Fine particles (PM 2.5),Mean,mcg/m3,Upper West Side,Annual Average 2013,12/01/2012,10.35
Fine particles (PM 2.5),Mean,mcg/m3,Upper West Side,Winter 2010-11,12/01/2010,14.37
Fine particles (PM 2.5),Mean,mcg/m3,Upper West Side,Winter 2014-15,12/01/2014,10.57
Fine particles (PM 2.5),Mean,mcg/m3,Upper West Side,Annual Average 2021,01/01/2021,6.8
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Annual Average 2013,12/01/2012,7.82
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Summer 2009,06/01/2009,10.37
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Winter 2014-15,12/01/2014,8.05
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Annual Average 2012,12/01/2011,8.28
Fine particles (PM 2.5),Mean,mcg/m3,East New York,Annual Average 2009,12/01/2008,10.6
Fine particles (PM 2.5),Mean,mcg/m3,East New York,Annual Average 2011,12/01/2010,10.09
Ozone (O3),Mean,ppb,Rockaway and Broad Channel (CD14),Summer 2010,06/01/2010,39.08
Nitrogen dioxide (NO2),Mean,ppb,Bayside - Little Neck,Summer 2009,06/01/2009,16.77
Nitrogen dioxide (NO2),Mean,ppb,South Beach - Tottenville,Winter 2014-15,12/01/2014,18.29
Nitrogen dioxide (NO2),Mean,ppb,South Beach - Tottenville,Annual Average 2021,01/01/2021,11.3
Nitrogen dioxide (NO2),Mean,ppb,Pelham - Throgs Neck,Winter 2020-21,12/01/2020,19.55
Nitrogen dioxide (NO2),Mean,ppb,Upper West Side,Summer 2011,06/01/2011,25.78
Nitrogen dioxide (NO2),Mean,ppb,Staten Island,Summer 2011,06/01/2011,11.57
Ozone (O3),Mean,ppb,East New York,2-Year Summer Average 2009-2010,06/01/2009,27.97
Ozone (O3),Mean,ppb,East New York,Summer 2018,06/01/2018,31.71
Ozone (O3),Mean,ppb,South Beach - Tottenville,2-Year Summer Average 2009-2010,06/01/2009,30.3
Ozone (O3),Mean,ppb,Pelham - Throgs Neck,Summer 2020,06/01/2020,32.05
Nitrogen dioxide (NO2),Mean,ppb,Pelham - Throgs Neck,Summer 2021,06/01/2021,12.32
Nitrogen dioxide (NO2),Mean,ppb,Williamsburg - Bushwick,Summer 2021,06/01/2021,14.71
Ozone (O3),Mean,ppb,Pelham - Throgs Neck,Summer 2010,06/01/2010,34.31
Ozone (O3),Mean,ppb,Bayside - Little Neck,Summer 2016,06/01/2016,32.99
Fine particles (PM 2.5),Mean,mcg/m3,Staten Island,Annual Average 2020,01/01/2020,5.54
Fine particles (PM 2.5),Mean,mcg/m3,Williamsburg - Bushwick,Winter 2018-19,12/01/2018,8.1
Fine particles (PM 2.5),Mean,mcg/m3,Flushing and Whitestone (CD7),Summer 2016,06/01/2016,7.85
Fine particles (PM 2.5),Mean,mcg/m3,Flushing and Whitestone (CD7),Winter 2020-21,12/01/2020,6.52
Fine particles (PM 2.5),Mean,mcg/m3,Flushing and Whitestone (CD7),Summer 2011,06/01/2011,11.28
Fine particles (PM 2.5),Mean,mcg/m3,Rockaway and Broad Channel (CD14),Summer 2016,06/01/2016,6.87
Fine particles (PM 2.5),Mean,mcg/m3,Rockaway and Broad Channel (CD14),Winter 2015-16,12/01/2015,5.92
Fine particles (PM 2.5),Mean,mcg/m3,Rockaway and Broad Channel (CD14),Winter 2020-21,12/01/2020,6.33
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Annual Average 2017,01/01/2017,6.58
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Annual Average 2021,01/01/2021,6.04
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Winter 2010-11,12/01/2010,12.12
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Summer 2009,06/01/2009,9.87
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Annual Average 2013,12/01/2012,8.08
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Annual Average 2017,01/01/2017,7.03
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Annual Average 2021,01/01/2021,6.29
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Annual Average 2012,12/01/2011,8.55
Fine particles (PM 2.5),Mean,mcg/m3,East New York,Summer 2010,06/01/2010,11.26
Fine particles (PM 2.5),Mean,mcg/m3,Upper West Side,Annual Average 2011,12/01/2010,11.49
Fine particles (PM 2.5),Mean,mcg/m3,Upper West Side,Annual Average 2020,01/01/2020,6.35
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Annual Average 2011,12/01/2010,9.29
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Summer 2014,06/01/2014,7.57
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Annual Average 2015,01/01/2015,7.29
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Annual Average 2009,12/01/2008,9.63
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Winter 2018-19,12/01/2018,6.43
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Summer 2017,06/01/2017,7.88
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Winter 2016-17,12/01/2016,6.87
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Summer 2018,06/01/2018,7.35
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Summer 2020,06/01/2020,6.51
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Winter 2009-10,12/01/2009,9.1
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Annual Average 2014,12/01/2013,8.31
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Winter 2016-17,12/01/2016,7.87
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Summer 2017,06/01/2017,8.65
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Summer 2018,06/01/2018,8
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Summer 2020,06/01/2020,6.73
Fine particles (PM 2.5),Mean,mcg/m3,East New York,Summer 2012,06/01/2012,9.73
Fine particles (PM 2.5),Mean,mcg/m3,Pelham - Throgs Neck,Summer 2012,06/01/2012,10.29
Fine particles (PM 2.5),Mean,mcg/m3,Pelham - Throgs Neck,Summer 2013,06/01/2013,10.26
Fine particles (PM 2.5),Mean,mcg/m3,Pelham - Throgs Neck,Annual Average 2018,01/01/2018,7
Fine particles (PM 2.5),Mean,mcg/m3,Staten Island,Summer 2016,06/01/2016,7.8
Fine particles (PM 2.5),Mean,mcg/m3,Staten Island,Winter 2020-21,12/01/2020,6.51
Fine particles (PM 2.5),Mean,mcg/m3,Williamsburg - Bushwick,Summer 2016,06/01/2016,8.99
Fine particles (PM 2.5),Mean,mcg/m3,Upper West Side,Winter 2020-21,12/01/2020,6.84
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Summer 2011,06/01/2011,10.96
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Summer 2016,06/01/2016,7.54
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Winter 2020-21,12/01/2020,6.5
Fine particles (PM 2.5),Mean,mcg/m3,South Beach - Tottenville,Winter 2015-16,12/01/2015,7.13
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Summer 2011,06/01/2011,11.01
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Summer 2010,06/01/2010,11.26
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Summer 2016,06/01/2016,7.38
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Winter 2015-16,12/01/2015,7.37
Fine particles (PM 2.5),Mean,mcg/m3,Bayside - Little Neck,Winter 2020-21,12/01/2020,6.41
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Winter 2009-10,12/01/2009,8.85
Fine particles (PM 2.5),Mean,mcg/m3,Southeast Queens,Winter 2016-17,12/01/2016,7.7
Fine particles (PM 2.5),Mean,mcg/m3,Bayside Little Neck-Fresh Meadows,Summer 2018,06/01/2018,8.01
Nitrogen dioxide (NO2),Mean,ppb,Southeast Queens,Winter 2018-19,12/01/2018,17.99
Nitrogen dioxide (NO2),Mean,ppb,Lower Manhattan,Annual Average 2015,01/01/2015,26.61
Nitrogen dioxide (NO2),Mean,ppb,Lower Manhattan,Summer 2014,06/01/2014,25.15
Nitrogen dioxide (NO2),Mean,ppb,Lower Manhattan,Winter 2018-19,12/01/2018,27.74
Nitrogen dioxide (NO2),Mean,ppb,Lower Manhattan,Annual Average 2020,01/01/2020,21.55
Nitrogen dioxide (NO2),Mean,ppb,Union Square - Lower East Side,Annual Average 2009,12/01/2008,32.71
Ozone (O3),Mean,ppb,Borough Park,Summer 2014,06/01/2014,30.68
Ozone (O3),Mean,ppb,Rockaways,Summer 2014,06/01/2014,36.25
Ozone (O3),Mean,ppb,Union Square - Lower East Side,Summer 2014,06/01/2014,26.93
Ozone (O3),Mean,ppb,Southeast Queens,Summer 2014,06/01/2014,33.6
Nitrogen dioxide (NO2),Mean,ppb,Lower Manhattan,Summer 2011,06/01/2011,31.05
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Annual Average 2011,12/01/2010,10.07
Fine particles (PM 2.5),Mean,mcg/m3,Bayside Little Neck-Fresh Meadows,Winter 2016-17,12/01/2016,7.85
Ozone (O3),Mean,ppb,Rockaway and Broad Channel (CD14),2-Year Summer Average 2009-2010,06/01/2009,30.55
Ozone (O3),Mean,ppb,Rockaway and Broad Channel (CD14),Summer 2017,06/01/2017,35.3
Ozone (O3),Mean,ppb,Rockaway and Broad Channel (CD14),Summer 2018,06/01/2018,35.29
Ozone (O3),Mean,ppb,Rockaway and Broad Channel (CD14),Summer 2020,06/01/2020,31.59
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park (CD7),Summer 2017,06/01/2017,14.2
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park (CD7),Summer 2018,06/01/2018,14.48
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Winter 2010-11,12/01/2010,27.47
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Annual Average 2013,12/01/2012,17.46
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Summer 2009,06/01/2009,17.8
Nitrogen dioxide (NO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Winter 2014-15,12/01/2014,23
Ozone (O3),Mean,ppb,Sunset Park,Summer 2009,06/01/2009,24.63
Ozone (O3),Mean,ppb,Bayside Little Neck-Fresh Meadows,Summer 2009,06/01/2009,25.94
Nitrogen dioxide (NO2),Mean,ppb,Southeast Queens,Summer 2009,06/01/2009,16.05
Nitrogen dioxide (NO2),Mean,ppb,Southeast Queens,Winter 2010-11,12/01/2010,25.66
Nitrogen dioxide (NO2),Mean,ppb,Southeast Queens,Annual Average 2013,12/01/2012,16.8
Ozone (O3),Mean,ppb,Sunset Park,Summer 2017,06/01/2017,29.26
Ozone (O3),Mean,ppb,Sunset Park,Summer 2020,06/01/2020,28.93
Nitrogen dioxide (NO2),Mean,ppb,South Beach - Tottenville,Winter 2010-11,12/01/2010,20.56
Nitrogen dioxide (NO2),Mean,ppb,South Beach - Tottenville,Summer 2009,06/01/2009,10.8
Nitrogen dioxide (NO2),Mean,ppb,South Beach - Tottenville,Annual Average 2017,01/01/2017,11.7
Ozone (O3),Mean,ppb,Bayside Little Neck-Fresh Meadows,Summer 2017,06/01/2017,30.18
Ozone (O3),Mean,ppb,Bayside Little Neck-Fresh Meadows,Summer 2018,06/01/2018,31
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park,Summer 2011,06/01/2011,19.22
Nitrogen dioxide (NO2),Mean,ppb,Sunset Park,Annual Average 2016,12/31/2015,19.32
Ozone (O3),Mean,ppb,Pelham - Throgs Neck,Summer 2013,06/01/2013,32.06
Ozone (O3),Mean,ppb,Williamsburg - Bushwick,Summer 2013,06/01/2013,29.7
Ozone (O3),Mean,ppb,Bayside Little Neck-Fresh Meadows,Summer 2011,06/01/2011,32.99
Ozone (O3),Mean,ppb,Bayside Little Neck-Fresh Meadows,Summer 2010,06/01/2010,33.4
Ozone (O3),Mean,ppb,South Beach - Tottenville,Summer 2012,06/01/2012,35.27
Ozone (O3),Mean,ppb,South Beach - Tottenville,Summer 2013,06/01/2013,32.66
Ozone (O3),Mean,ppb,South Beach - Tottenville,Summer 2021,06/01/2021,30.21
Ozone (O3),Mean,ppb,Bayside - Little Neck,Summer 2013,06/01/2013,30.76
Fine particles (PM 2.5),Mean,mcg/m3,East Flatbush - Flatbush,Annual Average 2009,12/01/2008,10.47
Fine particles (PM 2.5),Mean,mcg/m3,East Flatbush - Flatbush,Winter 2011-12,12/01/2011,9.29
Fine particles (PM 2.5),Mean,mcg/m3,East Flatbush - Flatbush,Summer 2017,06/01/2017,8.92
Fine particles (PM 2.5),Mean,mcg/m3,East Flatbush - Flatbush,Winter 2016-17,12/01/2016,7.76
Fine particles (PM 2.5),Mean,mcg/m3,East Flatbush - Flatbush,Summer 2018,06/01/2018,8.26
Fine particles (PM 2.5),Mean,mcg/m3,East Flatbush - Flatbush,Summer 2020,06/01/2020,6.76
Fine particles (PM 2.5),Mean,mcg/m3,Jackson Heights (CD3),Annual Average 2014,12/01/2013,8.7
Fine particles (PM 2.5),Mean,mcg/m3,Bushwick (CD4),Winter 2016-17,12/01/2016,8.14
Fine particles (PM 2.5),Mean,mcg/m3,Bushwick (CD4),Summer 2018,06/01/2018,8.75
Fine particles (PM 2.5),Mean,mcg/m3,Bedford Stuyvesant (CD3),Annual Average 2014,12/01/2013,9.27
Fine particles (PM 2.5),Mean,mcg/m3,Bedford Stuyvesant (CD3),Summer 2017,06/01/2017,9.29
Fine particles (PM 2.5),Mean,mcg/m3,Bedford Stuyvesant (CD3),Winter 2016-17,12/01/2016,7.99
Fine particles (PM 2.5),Mean,mcg/m3,Bedford Stuyvesant (CD3),Summer 2018,06/01/2018,8.55
Fine particles (PM 2.5),Mean,mcg/m3,Bedford Stuyvesant (CD3),Summer 2020,06/01/2020,7.07
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Annual Average 2009,12/01/2008,10.27
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Summer 2014,06/01/2014,8.6
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Annual Average 2015,01/01/2015,8.44
Fine particles (PM 2.5),Mean,mcg/m3,Coney Island - Sheepshead Bay,Annual Average 2014,12/01/2013,8.37
Fine particles (PM 2.5),Mean,mcg/m3,Coney Island - Sheepshead Bay,Summer 2018,06/01/2018,7.87
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Summer 2018,06/01/2018,8.17
Fine particles (PM 2.5),Mean,mcg/m3,Borough Park,Summer 2020,06/01/2020,6.74
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Summer 2011,06/01/2011,16.98
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Summer 2010,06/01/2010,16.91
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Winter 2015-16,12/01/2015,22.68
Nitrogen dioxide (NO2),Mean,ppb,Bensonhurst - Bay Ridge,Summer 2016,06/01/2016,13.27
Nitrogen dioxide (NO2),Mean,ppb,Coney Island - Sheepshead Bay,Summer 2016,06/01/2016,10.44
Nitrogen dioxide (NO2),Mean,ppb,Coney Island - Sheepshead Bay,Winter 2015-16,12/01/2015,21.29
Nitrogen dioxide (NO2),Mean,ppb,Coney Island - Sheepshead Bay,Winter 2020-21,12/01/2020,21.65
Nitrogen dioxide (NO2),Mean,ppb,Borough Park,Winter 2020-21,12/01/2020,23.01
Ozone (O3),Mean,ppb,Coney Island - Sheepshead Bay,Summer 2014,06/01/2014,32.61
Nitrogen dioxide (NO2),Mean,ppb,Lower Manhattan,Annual Average 2011,12/01/2010,33.5
Nitrogen dioxide (NO2),Mean,ppb,Union Square - Lower East Side,Annual Average 2020,01/01/2020,19.69
Nitrogen dioxide (NO2),Mean,ppb,Union Square - Lower East Side,Winter 2018-19,12/01/2018,25.9
Nitrogen dioxide (NO2),Mean,ppb,Gramercy Park - Murray Hill,Summer 2011,06/01/2011,38.09
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Summer 2010,06/01/2010,18.96
Nitrogen dioxide (NO2),Mean,ppb,East Flatbush - Flatbush,Summer 2011,06/01/2011,18.77
Nitrogen dioxide (NO2),Mean,ppb,Gramercy Park - Murray Hill,Winter 2015-16,12/01/2015,32.41
Nitrogen dioxide (NO2),Mean,ppb,Gramercy Park - Murray Hill,Summer 2016,06/01/2016,26.92
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village - SoHo,Annual Average 2011,12/01/2010,32.25
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village - SoHo,Annual Average 2009,12/01/2008,34.75
Nitrogen dioxide (NO2),Mean,ppb,Greenwich Village - SoHo,Summer 2014,06/01/2014,23.91
Nitrogen dioxide (NO2),Mean,ppb,Gramercy Park - Murray Hill,Annual Average 2020,01/01/2020,24.27
Nitrogen dioxide (NO2),Mean,ppb,Gramercy Park - Murray Hill,Annual Average 2011,12/01/2010,39.18
Nitrogen dioxide (NO2),Mean,ppb,Gramercy Park - Murray Hill,Summer 2014,06/01/2014,31.56
